pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,updated,numdelta_all_administered,numavglast7_all_administered
46,Manitoba,2021-08-16,1860920,2021-08-15,971838,886698,,1,7669,3258.7
13,New Brunswick,2021-08-16,1073519,2021-08-14,578181,495338,,1,5018,2194.1
10,Newfoundland and Labrador,2021-08-16,730140,2021-08-12,410940,319200,,0,,3195.6
11,Prince Edward Island,2021-08-16,222436,2021-08-11,126128,96307,,0,,1641.4
61,Northwest Territories,2021-08-16,65467,2021-08-14,33711,31756,,1,738,105.4
62,Nunavut,2021-08-16,43158,2021-08-10,23077,20081,,0,,63.3
60,Yukon,2021-08-16,64263,2021-08-11,33004,31259,,0,,62.7
1,Canada,2021-08-17,51756915,2021-08-17,27408176,24326094,,1,137404,136600.4
24,Quebec,2021-08-17,11857273,2021-08-16,6334829,5502535,,1,43831,46061.3
35,Ontario,2021-08-17,20254502,2021-08-16,10641637,9612865,,1,40626,43437.9
59,British Columbia,2021-08-17,7248039,2021-08-16,3839558,3408481,,1,17078,22900.4
48,Alberta,2021-08-17,5451895,2021-08-16,2893345,2558550,,1,8132,7612.0
47,Saskatchewan,2021-08-17,1448368,2021-08-16,771170,677198,,1,541,1965.4
12,Nova Scotia,2021-08-17,1411383,2021-08-16,748468,662915,,1,1644,1981.1
46,Manitoba,2021-08-17,1863425,2021-08-16,972469,888221,,1,2505,3188.7
13,New Brunswick,2021-08-17,1074131,2021-08-15,578376,495755,,1,612,2065.9
10,Newfoundland and Labrador,2021-08-17,747176,2021-08-16,411763,335413,,1,17036,5629.3
11,Prince Edward Island,2021-08-17,227230,2021-08-14,126546,100683,,1,4794,1537.3
61,Northwest Territories,2021-08-17,65467,2021-08-14,33711,31756,,0,,105.4
62,Nunavut,2021-08-17,43628,2021-08-17,23259,20369,,1,470,67.1
60,Yukon,2021-08-17,64398,2021-08-17,33045,31353,,1,135,48.6
1,Canada,2021-08-18,51881002,2021-08-18,27446238,24420068,,1,124087,134115.1
24,Quebec,2021-08-18,11899841,2021-08-17,6350745,5536862,,1,42568,46823.4
35,Ontario,2021-08-18,20295518,2021-08-17,10653532,9641986,,1,41016,42396.3
59,British Columbia,2021-08-18,7265222,2021-08-17,3843445,3421777,,1,17183,21567.4
48,Alberta,2021-08-18,5459338,2021-08-17,2895911,2563427,,1,7443,7569.4
47,Saskatchewan,2021-08-18,1450358,2021-08-17,771853,678505,,1,1990,1976.6
12,Nova Scotia,2021-08-18,1414357,2021-08-17,749008,665349,,1,2974,1955.9
46,Manitoba,2021-08-18,1865774,2021-08-17,973210,890103,,1,2349,3083.0
13,New Brunswick,2021-08-18,1077871,2021-08-16,579654,498217,,1,3740,2292.3
10,Newfoundland and Labrador,2021-08-18,752000,2021-08-17,412319,339681,,1,4824,4692.4
11,Prince Edward Island,2021-08-18,227230,2021-08-14,126546,100683,,0,,1537.3
61,Northwest Territories,2021-08-18,65467,2021-08-14,33711,31756,,0,,105.4
62,Nunavut,2021-08-18,43628,2021-08-17,23259,20369,,0,,67.1
60,Yukon,2021-08-18,64398,2021-08-17,33045,31353,,0,,48.6
1,Canada,2021-08-19,52017756,2021-08-19,27471480,24513287,,1,136754,131884.1
24,Quebec,2021-08-19,11943853,2021-08-18,6350745,5572338,,1,44012,46805.6
35,Ontario,2021-08-19,20341063,2021-08-18,10670142,9670921,,1,45545,41878.9
59,British Columbia,2021-08-19,7280835,2021-08-18,3847775,3433060,,1,15613,19948.4
48,Alberta,2021-08-19,5469437,2021-08-18,2895911,2563427,,1,10099,7705.7
47,Saskatchewan,2021-08-19,1453199,2021-08-18,772802,680397,,1,2841,1988.9
12,Nova Scotia,2021-08-19,1418472,2021-08-18,749819,668653,,1,4115,2122.1
46,Manitoba,2021-08-19,1868726,2021-08-18,974113,892493,,1,2952,3057.9
13,New Brunswick,2021-08-19,1079755,2021-08-17,580217,499538,,1,1884,2120.6
10,Newfoundland and Labrador,2021-08-19,755985,2021-08-18,412830,343155,,1,3985,4564.0
11,Prince Edward Island,2021-08-19,232741,2021-08-18,127063,105678,,1,5511,1472.1
61,Northwest Territories,2021-08-19,65467,2021-08-14,33711,31756,,0,,105.4
62,Nunavut,2021-08-19,43628,2021-08-17,23259,20369,,0,,67.1
60,Yukon,2021-08-19,64595,2021-08-19,33093,31502,,1,197,47.4
1,Canada,2021-08-20,52144015,2021-08-20,27519029,24610002,,1,126259,128914.3
24,Quebec,2021-08-20,11985074,2021-08-19,6367045,5604853,,1,41221,45688.1
35,Ontario,2021-08-20,20386811,2021-08-19,10686526,9700285,,1,45748,41459.7
59,British Columbia,2021-08-20,7296096,2021-08-19,3851971,3444125,,1,15261,18868.0
48,Alberta,2021-08-20,5477098,2021-08-19,2902389,2574709,,1,7661,7609.1
47,Saskatchewan,2021-08-20,1454742,2021-08-19,773354,681388,,1,1543,1846.6
12,Nova Scotia,2021-08-20,1422963,2021-08-19,751042,671921,,1,4491,2763.7
46,Manitoba,2021-08-20,1872086,2021-08-19,975136,895142,,1,3360,2690.7
13,New Brunswick,2021-08-20,1082569,2021-08-18,580971,501598,,1,2814,2009.7
10,Newfoundland and Labrador,2021-08-20,760145,2021-08-19,413469,346676,,1,4160,4286.4
11,Prince Edward Island,2021-08-20,232741,2021-08-18,127063,105678,,0,,1472.1
61,Northwest Territories,2021-08-20,65467,2021-08-14,33711,31756,,0,,105.4
62,Nunavut,2021-08-20,43628,2021-08-17,23259,20369,,0,,67.1
60,Yukon,2021-08-20,64595,2021-08-19,33093,31502,,0,,47.4
1,Canada,2021-08-21,52194708,2021-08-21,27535446,24644278,,1,50693,128598.3
24,Quebec,2021-08-21,11985074,2021-08-19,6367045,5604853,,0,,45688.1
35,Ontario,2021-08-21,20433440,2021-08-20,10701514,9731926,,1,46629,40929.1
59,British Columbia,2021-08-21,7296096,2021-08-19,3851971,3444125,,0,,18868.0
48,Alberta,2021-08-21,5477098,2021-08-19,2902389,2574709,,0,,7609.1
47,Saskatchewan,2021-08-21,1458806,2021-08-20,774783,684023,,1,4064,2061.1
12,Nova Scotia,2021-08-21,1422963,2021-08-19,751042,671921,,0,,2763.7
46,Manitoba,2021-08-21,1872086,2021-08-19,975136,895142,,0,,2690.7
13,New Brunswick,2021-08-21,1082569,2021-08-18,580971,501598,,0,,2009.7
10,Newfoundland and Labrador,2021-08-21,760145,2021-08-19,413469,346676,,0,,4286.4
11,Prince Edward Island,2021-08-21,232741,2021-08-18,127063,105678,,0,,1472.1
61,Northwest Territories,2021-08-21,65467,2021-08-14,33711,31756,,0,,105.4
62,Nunavut,2021-08-21,43628,2021-08-17,23259,20369,,0,,67.1
60,Yukon,2021-08-21,64595,2021-08-19,33093,31502,,0,,47.4
1,Canada,2021-08-22,52230423,2021-08-22,27546970,24668469,,1,35715,127530.4
24,Quebec,2021-08-22,11985074,2021-08-19,6367045,5604853,,0,,45688.1
35,Ontario,2021-08-22,20466975,2021-08-21,10712238,9754737,,1,33535,39876.0
59,British Columbia,2021-08-22,7296096,2021-08-19,3851971,3444125,,0,,18868.0
48,Alberta,2021-08-22,5477098,2021-08-19,2902389,2574709,,0,,7609.1
47,Saskatchewan,2021-08-22,1460986,2021-08-21,775583,685403,,1,2180,2046.4
12,Nova Scotia,2021-08-22,1422963,2021-08-19,751042,671921,,0,,2763.7
46,Manitoba,2021-08-22,1872086,2021-08-19,975136,895142,,0,,2690.7
13,New Brunswick,2021-08-22,1082569,2021-08-18,580971,501598,,0,,2009.7
10,Newfoundland and Labrador,2021-08-22,760145,2021-08-19,413469,346676,,0,,4286.4
11,Prince Edward Island,2021-08-22,232741,2021-08-18,127063,105678,,0,,1472.1
61,Northwest Territories,2021-08-22,65467,2021-08-14,33711,31756,,0,,105.4
62,Nunavut,2021-08-22,43628,2021-08-17,23259,20369,,0,,67.1
60,Yukon,2021-08-22,64595,2021-08-19,33093,31502,,0,,47.4
1,Canada,2021-08-23,52441903,2021-08-23,27592393,24833710,,1,211480,117484.6
24,Quebec,2021-08-23,12098681,2021-08-22,6385912,5698566,,1,113607,40748.4
35,Ontario,2021-08-23,20489564,2021-08-22,10719175,9770389,,1,22589,39384.0
59,British Columbia,2021-08-23,7336796,2021-08-22,3861598,3475198,,1,40700,15119.3
48,Alberta,2021-08-23,5495479,2021-08-22,2908552,2586927,,1,18381,7388.0
47,Saskatchewan,2021-08-23,1460986,2021-08-21,775583,685403,,0,,1879.9
12,Nova Scotia,2021-08-23,1422963,2021-08-19,751042,671921,,0,,1889.1
46,Manitoba,2021-08-23,1879534,2021-08-22,977138,900799,,1,7448,2659.1
13,New Brunswick,2021-08-23,1086655,2021-08-21,582219,504436,,1,4086,1876.6
10,Newfoundland and Labrador,2021-08-23,764814,2021-08-22,414048,350766,,1,4669,4953.4
11,Prince Edward Island,2021-08-23,232741,2021-08-18,127063,105678,,0,,1472.1
61,Northwest Territories,2021-08-23,65467,2021-08-14,33711,31756,,0,,0.0
62,Nunavut,2021-08-23,43628,2021-08-17,23259,20369,,0,,67.1
60,Yukon,2021-08-23,64595,2021-08-19,33093,31502,,0,,47.4
1,Canada,2021-08-24,52560450,2021-08-24,27620134,24919465,,1,118547,114790.7
24,Quebec,2021-08-24,12131278,2021-08-23,6385912,5724130,,1,32597,39143.6
35,Ontario,2021-08-24,20526219,2021-08-23,10732405,9793814,,1,36655,38816.7
59,British Columbia,2021-08-24,7351471,2021-08-23,3866614,3484857,,1,14675,14776.0
48,Alberta,2021-08-24,5503259,2021-08-23,2911354,2591905,,1,7780,7337.7
47,Saskatchewan,2021-08-24,1462380,2021-08-23,776082,686298,,1,1394,2001.7
12,Nova Scotia,2021-08-24,1427747,2021-08-23,752078,675669,,1,4784,2337.7
46,Manitoba,2021-08-24,1882097,2021-08-23,978861,902727,,1,2563,2667.4
13,New Brunswick,2021-08-24,1097337,2021-08-22,584148,514085,,1,10682,3315.1
10,Newfoundland and Labrador,2021-08-24,767054,2021-08-23,414444,352610,,1,2240,2839.7
11,Prince Edward Island,2021-08-24,236434,2021-08-21,127427,109005,,1,3693,1314.9
61,Northwest Territories,2021-08-24,66295,2021-08-21,34182,32113,,1,828,118.3
62,Nunavut,2021-08-24,44122,2021-08-23,23484,20638,,1,494,70.6
60,Yukon,2021-08-24,64757,2021-08-21,33143,31614,,1,162,51.3
1,Canada,2021-08-25,52665317,2021-08-25,27658148,24989082,,1,104867,112045.0
24,Quebec,2021-08-25,12158956,2021-08-24,6398702,5745223,,1,27678,37016.4
35,Ontario,2021-08-25,20566473,2021-08-24,10746796,9819677,,1,40254,38707.9
59,British Columbia,2021-08-25,7369741,2021-08-24,3874637,3495104,,1,18270,14931.3
48,Alberta,2021-08-25,5511274,2021-08-24,2914525,2596749,,1,8015,7419.4
47,Saskatchewan,2021-08-25,1464324,2021-08-24,776816,687508,,1,1944,1995.1
12,Nova Scotia,2021-08-25,1431376,2021-08-24,752806,678570,,1,3629,2431.3
46,Manitoba,2021-08-25,1884604,2021-08-24,977934,904512,,1,2507,2690.0
13,New Brunswick,2021-08-25,1099907,2021-08-23,583252,515759,,1,2570,3148.0
10,Newfoundland and Labrador,2021-08-25,767054,2021-08-23,414444,352610,,0,,2150.6
11,Prince Edward Island,2021-08-25,236434,2021-08-21,127427,109005,,0,,1314.9
61,Northwest Territories,2021-08-25,66295,2021-08-21,34182,32113,,0,,118.3
62,Nunavut,2021-08-25,44122,2021-08-23,23484,20638,,0,,70.6
60,Yukon,2021-08-25,64757,2021-08-21,33143,31614,,0,,51.3
1,Canada,2021-08-26,52787898,2021-08-26,27691522,25071282,,1,122581,110020.3
24,Quebec,2021-08-26,12191955,2021-08-25,6398702,5769079,,1,32999,35443.1
35,Ontario,2021-08-26,20605405,2021-08-25,10760746,9844659,,1,38932,37763.1
59,British Columbia,2021-08-26,7390103,2021-08-25,3883716,3506387,,1,20362,15609.7
48,Alberta,2021-08-26,5520209,2021-08-25,2918214,2601995,,1,8935,7253.1
47,Saskatchewan,2021-08-26,1466779,2021-08-25,777772,689007,,1,2455,1940.0
12,Nova Scotia,2021-08-26,1435958,2021-08-25,753588,682370,,1,4582,2498.0
46,Manitoba,2021-08-26,1887865,2021-08-25,980012,906936,,1,3261,2734.1
13,New Brunswick,2021-08-26,1101497,2021-08-24,584636,516861,,1,1590,3106.0
10,Newfoundland and Labrador,2021-08-26,773070,2021-08-25,415413,357657,,1,6016,2440.7
11,Prince Edward Island,2021-08-26,239883,2021-08-25,127914,111966,,1,3449,1020.3
61,Northwest Territories,2021-08-26,66295,2021-08-21,34182,32113,,0,,118.3
62,Nunavut,2021-08-26,44122,2021-08-23,23484,20638,,0,,70.6
60,Yukon,2021-08-26,64757,2021-08-21,33143,31614,,0,,23.1
1,Canada,2021-08-27,52902389,2021-08-27,27739327,25146498,,1,114491,108339.1
24,Quebec,2021-08-27,12227291,2021-08-26,6416896,5794429,,1,35336,34602.4
35,Ontario,2021-08-27,20641600,2021-08-26,10773680,9867920,,1,36195,36398.4
59,British Columbia,2021-08-27,7408715,2021-08-26,3892238,3516477,,1,18612,16088.4
48,Alberta,2021-08-27,5528420,2021-08-26,2921476,2606944,,1,8211,7331.7
47,Saskatchewan,2021-08-27,1469601,2021-08-26,778910,690691,,1,2822,2122.7
12,Nova Scotia,2021-08-27,1439698,2021-08-26,754352,685346,,1,3740,2390.7
46,Manitoba,2021-08-27,1891468,2021-08-26,981385,909488,,1,3603,2768.9
13,New Brunswick,2021-08-27,1104142,2021-08-25,585641,518501,,1,2645,3081.9
10,Newfoundland and Labrador,2021-08-27,776397,2021-08-26,416026,360371,,1,3327,2321.7
11,Prince Edward Island,2021-08-27,239883,2021-08-25,127914,111966,,0,,1020.3
61,Northwest Territories,2021-08-27,66295,2021-08-21,34182,32113,,0,,118.3
62,Nunavut,2021-08-27,44122,2021-08-23,23484,20638,,0,,70.6
60,Yukon,2021-08-27,64757,2021-08-21,33143,31614,,0,,23.1
1,Canada,2021-08-28,52943158,2021-08-28,27753695,25172899,,1,40769,106921.4
24,Quebec,2021-08-28,12227291,2021-08-26,6416896,5794429,,0,,34602.4
35,Ontario,2021-08-28,20679316,2021-08-27,10786851,9892465,,1,37716,35125.1
59,British Columbia,2021-08-28,7408715,2021-08-26,3892238,3516477,,0,,16088.4
48,Alberta,2021-08-28,5528420,2021-08-26,2921476,2606944,,0,,7331.7
47,Saskatchewan,2021-08-28,1472272,2021-08-27,779959,692313,,1,2671,1923.7
12,Nova Scotia,2021-08-28,1439698,2021-08-26,754352,685346,,0,,2390.7
46,Manitoba,2021-08-28,1891468,2021-08-26,981385,909488,,0,,2768.9
13,New Brunswick,2021-08-28,1104142,2021-08-25,585641,518501,,0,,3081.9
10,Newfoundland and Labrador,2021-08-28,776397,2021-08-26,416026,360371,,0,,2321.7
11,Prince Edward Island,2021-08-28,239883,2021-08-25,127914,111966,,0,,1020.3
61,Northwest Territories,2021-08-28,66295,2021-08-21,34182,32113,,0,,118.3
62,Nunavut,2021-08-28,44122,2021-08-23,23484,20638,,0,,70.6
60,Yukon,2021-08-28,65139,2021-08-26,33291,31848,,1,382,77.7
1,Canada,2021-08-29,52975100,2021-08-29,27764778,25193758,,1,31942,106382.4
24,Quebec,2021-08-29,12227291,2021-08-26,6416896,5794429,,0,,34602.4
35,Ontario,2021-08-29,20709011,2021-08-28,10797097,9911914,,1,29695,34576.6
59,British Columbia,2021-08-29,7408715,2021-08-26,3892238,3516477,,0,,16088.4
48,Alberta,2021-08-29,5528420,2021-08-26,2921476,2606944,,0,,7331.7
47,Saskatchewan,2021-08-29,1474519,2021-08-28,780796,693723,,1,2247,1933.3
12,Nova Scotia,2021-08-29,1439698,2021-08-26,754352,685346,,0,,2390.7
46,Manitoba,2021-08-29,1891468,2021-08-26,981385,909488,,0,,2768.9
13,New Brunswick,2021-08-29,1104142,2021-08-25,585641,518501,,0,,3081.9
10,Newfoundland and Labrador,2021-08-29,776397,2021-08-26,416026,360371,,0,,2321.7
11,Prince Edward Island,2021-08-29,239883,2021-08-25,127914,111966,,0,,1020.3
61,Northwest Territories,2021-08-29,66295,2021-08-21,34182,32113,,0,,118.3
62,Nunavut,2021-08-29,44122,2021-08-23,23484,20638,,0,,70.6
60,Yukon,2021-08-29,65139,2021-08-26,33291,31848,,0,,77.7
1,Canada,2021-08-30,53173384,2021-08-30,27826574,25329053,,1,198284,104497.3
24,Quebec,2021-08-30,12316461,2021-08-29,6438565,5860596,,1,89170,31111.4
35,Ontario,2021-08-30,20726778,2021-08-29,10803172,9923606,,1,17767,33887.7
59,British Columbia,2021-08-30,7453107,2021-08-29,3909374,3543733,,1,44392,16615.9
48,Alberta,2021-08-30,5551932,2021-08-29,2930811,2621121,,1,23512,8064.7
47,Saskatchewan,2021-08-30,1475692,2021-08-29,781247,694445,,1,1173,2100.9
12,Nova Scotia,2021-08-30,1443183,2021-08-29,755500,687683,,1,3485,2888.6
46,Manitoba,2021-08-30,1900265,2021-08-29,984454,915357,,1,8797,2961.6
13,New Brunswick,2021-08-30,1110159,2021-08-28,587882,522277,,1,6017,3357.7
10,Newfoundland and Labrador,2021-08-30,780368,2021-08-29,416698,363670,,1,3971,2222.0
11,Prince Edward Island,2021-08-30,239883,2021-08-25,127914,111966,,0,,1020.3
61,Northwest Territories,2021-08-30,66295,2021-08-21,34182,32113,,0,,118.3
62,Nunavut,2021-08-30,44122,2021-08-23,23484,20638,,0,,70.6
60,Yukon,2021-08-30,65139,2021-08-26,33291,31848,,0,,77.7
1,Canada,2021-08-31,53257056,2021-08-31,27850173,25382420,,1,83672,99515.1
24,Quebec,2021-08-31,12340055,2021-08-30,6438565,5877445,,1,23594,29825.3
35,Ontario,2021-08-31,20757954,2021-08-30,10815120,9942834,,1,31176,33105.0
59,British Columbia,2021-08-31,7463858,2021-08-30,3914103,3549755,,1,10751,16055.3
48,Alberta,2021-08-31,5559321,2021-08-30,2933772,2625549,,1,7389,8008.9
47,Saskatchewan,2021-08-31,1476374,2021-08-30,781570,694804,,1,682,1999.1
12,Nova Scotia,2021-08-31,1444741,2021-08-30,756015,688726,,1,1558,2427.7
46,Manitoba,2021-08-31,1903598,2021-08-30,985781,917402,,1,3333,3071.6
13,New Brunswick,2021-08-31,1112456,2021-08-29,588706,523750,,1,2297,2159.9
10,Newfoundland and Labrador,2021-08-31,780368,2021-08-29,416698,363670,,0,,1902.0
11,Prince Edward Island,2021-08-31,241495,2021-08-28,128231,113261,,1,1612,723.0
61,Northwest Territories,2021-08-31,67111,2021-08-28,34636,32475,,1,816,116.6
62,Nunavut,2021-08-31,44564,2021-08-30,23677,20887,,1,442,63.1
60,Yukon,2021-08-31,65161,2021-08-30,33299,31862,,1,22,57.7
1,Canada,2021-09-01,53355354,2021-09-01,27891129,25445585,,1,98298,98576.7
24,Quebec,2021-09-01,12366735,2021-08-31,6452486,5895844,,1,26680,29682.7
35,Ontario,2021-09-01,20792657,2021-08-31,10828321,9964336,,1,34703,32312.0
59,British Columbia,2021-09-01,7479315,2021-08-31,3920351,3558964,,1,15457,15653.4
48,Alberta,2021-09-01,5566535,2021-08-31,2936746,2629789,,1,7214,7894.4
47,Saskatchewan,2021-09-01,1478163,2021-08-31,782340,695823,,1,1789,1977.0
12,Nova Scotia,2021-09-01,1446800,2021-08-31,756646,690154,,1,2059,2203.4
46,Manitoba,2021-09-01,1906312,2021-08-31,987003,919077,,1,2714,3101.1
13,New Brunswick,2021-09-01,1115414,2021-08-30,589811,525603,,1,2958,2215.3
10,Newfoundland and Labrador,2021-09-01,785092,2021-08-31,417582,367510,,1,4724,2576.9
11,Prince Edward Island,2021-09-01,241495,2021-08-28,128231,113261,,0,,723.0
61,Northwest Territories,2021-09-01,67111,2021-08-28,34636,32475,,0,,116.6
62,Nunavut,2021-09-01,44564,2021-08-30,23677,20887,,0,,63.1
60,Yukon,2021-09-01,65161,2021-08-30,33299,31862,,0,,57.7
1,Canada,2021-09-02,53449847,2021-09-02,27921221,25499173,,1,94493,94564.1
24,Quebec,2021-09-02,12389585,2021-09-01,6452486,5910562,,1,22850,28232.9
35,Ontario,2021-09-02,20827809,2021-09-01,10844013,9983796,,1,35152,31772.0
59,British Columbia,2021-09-02,7494567,2021-09-01,3927413,3567154,,1,15252,14923.4
48,Alberta,2021-09-02,5574762,2021-09-01,2940491,2634271,,1,8227,7793.3
47,Saskatchewan,2021-09-02,1481096,2021-09-01,782340,695823,,1,2933,2045.3
12,Nova Scotia,2021-09-02,1449655,2021-09-01,757464,692191,,1,2855,1956.7
46,Manitoba,2021-09-02,1909852,2021-09-01,988817,921055,,1,3540,3141.0
13,New Brunswick,2021-09-02,1116866,2021-08-31,590348,526518,,1,1452,2195.6
10,Newfoundland and Labrador,2021-09-02,785092,2021-08-31,417582,367510,,0,,1717.4
11,Prince Edward Island,2021-09-02,243650,2021-09-01,128623,115024,,1,2155,538.1
61,Northwest Territories,2021-09-02,67111,2021-08-28,34636,32475,,0,,116.6
62,Nunavut,2021-09-02,44564,2021-08-30,23677,20887,,0,,63.1
60,Yukon,2021-09-02,65238,2021-09-01,33331,31907,,1,77,68.7
1,Canada,2021-09-03,53559981,2021-09-03,27960165,25563057,,1,110134,93941.7
24,Quebec,2021-09-03,12418711,2021-09-02,6452486,5929188,,1,29126,27345.7
35,Ontario,2021-09-03,20871664,2021-09-02,10865297,10006367,,1,43855,32866.3
59,British Columbia,2021-09-03,7509127,2021-09-02,3934277,3574850,,1,14560,14344.6
48,Alberta,2021-09-03,5583842,2021-09-02,2944658,2639184,,1,9080,7917.4
47,Saskatchewan,2021-09-03,1483812,2021-09-02,784699,699113,,1,2716,2030.1
12,Nova Scotia,2021-09-03,1451801,2021-09-02,758087,693714,,1,2146,1729.0
46,Manitoba,2021-09-03,1914532,2021-09-02,991165,923648,,1,4680,3294.9
13,New Brunswick,2021-09-03,1119321,2021-09-01,591258,528063,,1,2455,2168.4
10,Newfoundland and Labrador,2021-09-03,786493,2021-09-01,417926,368567,,1,1401,1442.3
11,Prince Edward Island,2021-09-03,243650,2021-09-01,128623,115024,,0,,538.1
61,Northwest Territories,2021-09-03,67111,2021-08-28,34636,32475,,0,,116.6
62,Nunavut,2021-09-03,44564,2021-08-30,23677,20887,,0,,63.1
60,Yukon,2021-09-03,65353,2021-09-02,33376,31977,,1,115,85.1
1,Canada,2021-09-04,53608679,2021-09-04,27982747,25589173,,1,48698,95074.4
24,Quebec,2021-09-04,12418711,2021-09-02,6452486,5929188,,0,,27345.7
35,Ontario,2021-09-04,20917550,2021-09-03,10886547,10031003,,1,45886,34033.4
59,British Columbia,2021-09-04,7509127,2021-09-02,3934277,3574850,,0,,14344.6
48,Alberta,2021-09-04,5583842,2021-09-02,2944658,2639184,,0,,7917.4
47,Saskatchewan,2021-09-04,1486624,2021-09-03,786031,700593,,1,2812,2050.3
12,Nova Scotia,2021-09-04,1451801,2021-09-02,758087,693714,,0,,1729.0
46,Manitoba,2021-09-04,1914532,2021-09-02,991165,923648,,0,,3294.9
13,New Brunswick,2021-09-04,1119321,2021-09-01,591258,528063,,0,,2168.4
10,Newfoundland and Labrador,2021-09-04,786493,2021-09-01,417926,368567,,0,,1442.3
11,Prince Edward Island,2021-09-04,243650,2021-09-01,128623,115024,,0,,538.1
61,Northwest Territories,2021-09-04,67111,2021-08-28,34636,32475,,0,,116.6
62,Nunavut,2021-09-04,44564,2021-08-30,23677,20887,,0,,63.1
60,Yukon,2021-09-04,65353,2021-09-02,33376,31977,,0,,30.6
1,Canada,2021-09-05,53643618,2021-09-05,27998218,25608641,,1,34939,95502.6
24,Quebec,2021-09-05,12418711,2021-09-02,6452486,5929188,,0,,27345.7
35,Ontario,2021-09-05,20950000,2021-09-04,10900908,10049092,,1,32450,34427.0
59,British Columbia,2021-09-05,7509127,2021-09-02,3934277,3574850,,0,,14344.6
48,Alberta,2021-09-05,5583842,2021-09-02,2944658,2639184,,0,,7917.4
47,Saskatchewan,2021-09-05,1489113,2021-09-04,787141,701972,,1,2489,2084.9
12,Nova Scotia,2021-09-05,1451801,2021-09-02,758087,693714,,0,,1729.0
46,Manitoba,2021-09-05,1914532,2021-09-02,991165,923648,,0,,3294.9
13,New Brunswick,2021-09-05,1119321,2021-09-01,591258,528063,,0,,2168.4
10,Newfoundland and Labrador,2021-09-05,786493,2021-09-01,417926,368567,,0,,1442.3
11,Prince Edward Island,2021-09-05,243650,2021-09-01,128623,115024,,0,,538.1
61,Northwest Territories,2021-09-05,67111,2021-08-28,34636,32475,,0,,116.6
62,Nunavut,2021-09-05,44564,2021-08-30,23677,20887,,0,,63.1
60,Yukon,2021-09-05,65353,2021-09-02,33376,31977,,0,,30.6
1,Canada,2021-09-06,53646851,2021-09-06,27999130,25610962,,1,3233,67638.1
24,Quebec,2021-09-06,12418711,2021-09-02,6452486,5929188,,0,,14607.1
35,Ontario,2021-09-06,20950000,2021-09-04,10900908,10049092,,0,,31888.9
